id,city08U,co2TailpipeGpm,comb08U,cylinders,displ,drive,fuelCost08,fuelType,ghgScore,highway08U,make,model,automatictransmission,VClass,year,tCharger,sCharger,atvType,mfrCode,startStop
38551,25.6879,314,28.2692,4,1.5,2,1550,Regular,6,32.2272,Chevrolet,Equinox FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,GMX,1
38552,23.9827,337,26.3419,4,1.5,4,1650,Regular,5,29.9417,Chevrolet,Equinox AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,GMX,1
38570,23.5383,327,27.2166,4,2,4,1950,Premium,6,33.6422,Audi,A5 Cabriolet quattro,1,Subcompact Cars,2018,1,0,Gas,VGA,1
38571,23.6875,327,27.1932,4,2,4,1950,Premium,6,33.1974,Audi,A5 quattro,0,Subcompact Cars,2018,1,0,Gas,VGA,0
38572,23.5383,327,27.2166,4,2,4,1950,Premium,6,33.6422,Audi,A4 quattro,1,Compact Cars,2018,1,0,Gas,VGA,1
38573,23.6875,327,27.1932,4,2,4,1950,Premium,6,33.1974,Audi,A4 quattro,0,Compact Cars,2018,1,0,Gas,VGA,0
38574,20.5209,383,23.0876,4,2,4,2300,Premium,5,27.2541,Subaru,WRX,0,Compact Cars,2018,1,0,Gas,FJX,0
38575,18.3385,420,20.5284,4,2,4,2500,Premium,4,24.0365,Subaru,WRX,1,Compact Cars,2018,1,0,Gas,FJX,0
38576,23.5383,327,27.2166,4,2,4,1950,Premium,6,33.6422,Audi,A5 Sportback quattro,1,Midsize Cars,2018,1,0,Gas,VGA,1
38577,17.5243,445,20.1184,6,3.8,4,2150,Regular,4,24.5623,Genesis,G80 AWD,1,Large Cars,2018,0,0,Gas,HYX,0
38578,18.7066,414,21.5843,6,3.8,2,1950,Regular,4,26.5822,Genesis,G80 RWD,1,Large Cars,2018,0,0,Gas,HYX,0
38579,22.6365,363,24.5032,4,2,4,2100,Premium,5,27.2498,Audi,Q5,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,VGA,1
38580,23.5383,327,27.2166,4,2,4,1950,Premium,6,33.6422,Audi,A5 quattro,1,Subcompact Cars,2018,1,0,Gas,VGA,1
38581,20.5086,374,23.7739,6,3,4,2200,Premium,5,29.5182,Audi,S5,1,Subcompact Cars,2018,1,0,Gas,VGA,1
38582,19.8443,384,23.1601,6,3,4,2300,Premium,5,29.1036,Audi,S5 Cabriolet,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38583,20.5086,374,23.7739,6,3,4,2200,Premium,5,29.5182,Audi,S4,1,Compact Cars,2018,1,0,Gas,VGA,1
38584,20.5086,374,23.7739,6,3,4,2200,Premium,5,29.5182,Audi,S5 Sportback,1,Midsize Cars,2018,1,0,Gas,VGA,1
38585,17.0777,453,19.6948,6,3.3,4,2650,Premium,4,24.2339,Genesis,G80 AWD,1,Large Cars,2018,1,0,Gas,HYX,0
38586,17.3756,442,20.2026,6,3.3,2,2650,Premium,4,25.217,Genesis,G80 RWD,1,Large Cars,2018,1,0,Gas,HYX,0
38587,18.5595,434,20.5244,6,3,4,2500,Premium,4,23.5747,Audi,SQ5,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,VGA,1
38592,12.4829,596,14.8271,12,6,4,3500,Premium,2,19.2442,Bentley,Bentayga,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,VGA,0
38600,23.6099,324,27.3913,4,2,2,1950,Premium,6,34.0585,BMW,430i Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38601,22.1404,343,25.7992,4,2,4,2050,Premium,5,32.3292,BMW,430i xDrive Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38602,20.7264,372,23.8187,6,3,2,2200,Premium,5,29.1308,BMW,440i Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38603,19.8477,382,23.1926,6,3,4,2300,Premium,5,29.2091,BMW,440i xDrive Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38604,16.994,450,19.8307,6,3,2,2650,Premium,4,24.9135,BMW,M4 Convertible,0,Subcompact Cars,2018,1,0,Gas,BMX,1
38605,16.2127,481,18.5025,6,3,2,2800,Premium,3,22.3629,BMW,M4 Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38606,20.0588,378,23.3335,6,3,2,2300,Premium,5,29.15,BMW,640i Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38607,19.2626,396,22.4976,6,3,4,2400,Premium,4,28.3082,BMW,640i xDrive Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38608,16.8143,449,19.7998,8,4.4,2,2650,Premium,4,25.2877,BMW,650i Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38609,16.2396,463,19.1576,8,4.4,4,2800,Premium,3,24.5491,BMW,650i xDrive Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38610,14.5136,522,17.0216,8,4.4,2,3100,Premium,3,21.5792,BMW,M6 Convertible,0,Subcompact Cars,2018,1,0,Gas,BMX,1
38611,13.6258,553,16.0033,8,4.4,2,3300,Premium,2,20.341,BMW,M6 Convertible,1,Subcompact Cars,2018,1,0,Gas,BMX,1
38612,23.6099,324,27.3913,4,2,2,1950,Premium,6,34.0585,BMW,430i Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38613,21.1763,351,25.3157,4,2,2,2100,Premium,5,33.2625,BMW,430i Coupe,0,Compact Cars,2018,1,0,Gas,BMX,1
38614,23.0533,333,26.5895,4,2,4,1950,Premium,6,32.7247,BMW,430i xDrive Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38615,23.6099,324,27.3913,4,2,2,1950,Premium,6,34.0585,BMW,430i Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38616,23.0533,333,26.5895,4,2,4,1950,Premium,6,32.7247,BMW,430i xDrive Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38617,21.3872,352,25.1836,6,3,2,2100,Premium,5,32.1612,BMW,440i Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38618,21.1633,357,24.8238,6,3,4,2100,Premium,5,31.4785,BMW,440i xDrive Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38619,19.3881,390,22.6479,6,3,4,2300,Premium,5,28.5059,BMW,440i xDrive Coupe,0,Compact Cars,2018,1,0,Gas,BMX,1
38620,21.3872,352,25.1836,6,3,2,2100,Premium,5,32.1612,BMW,440i Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38621,21.1633,357,24.8238,6,3,4,2100,Premium,5,31.4785,BMW,440i xDrive Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38622,17.434,439,20.2718,6,3,2,2650,Premium,4,25.3065,BMW,M4 Coupe,0,Compact Cars,2018,1,0,Gas,BMX,1
38623,17.365,450,19.7514,6,3,2,2650,Premium,4,23.7388,BMW,M4 Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38624,20.0588,378,23.3335,6,3,2,2300,Premium,5,29.15,BMW,640i Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38625,19.2626,396,22.4976,6,3,4,2400,Premium,4,28.3082,BMW,640i xDrive Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38626,16.8143,449,19.7998,8,4.4,2,2650,Premium,4,25.2877,BMW,650i Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38627,16.2396,463,19.1576,8,4.4,4,2800,Premium,3,24.5491,BMW,650i xDrive Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38628,16.2396,463,19.1576,8,4.4,4,2800,Premium,3,24.5491,BMW,Alpina B6 xDrive Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38629,14.5136,522,17.0216,8,4.4,2,3100,Premium,3,21.5792,BMW,M6 Gran Coupe,0,Compact Cars,2018,1,0,Gas,BMX,1
38630,13.6258,553,16.0033,8,4.4,2,3300,Premium,2,20.341,BMW,M6 Gran Coupe,1,Compact Cars,2018,1,0,Gas,BMX,1
38631,16.4769,454,19.4685,8,4.4,4,2800,Premium,3,25.0209,BMW,M550i xDrive,1,Midsize Cars,2018,1,0,Gas,BMX,1
38632,20.7264,372,23.8187,6,3,2,2200,Premium,5,29.1308,BMW,740i,1,Large Cars,2018,1,0,Gas,BMX,1
38633,19.8477,382,23.1926,6,3,4,2300,Premium,5,29.2091,BMW,740i xDrive,1,Large Cars,2018,1,0,Gas,BMX,1
38634,16.8143,449,19.7998,8,4.4,2,2650,Premium,4,25.2877,BMW,750i,1,Large Cars,2018,1,0,Gas,BMX,1
38635,16.2396,463,19.1576,8,4.4,4,2800,Premium,3,24.5491,BMW,750i xDrive,1,Large Cars,2018,1,0,Gas,BMX,1
38636,16.2396,463,19.1576,8,4.4,4,2800,Premium,3,24.5491,BMW,Alpina B7 xDrive,1,Large Cars,2018,1,0,Gas,BMX,1
38637,20.0639,384,22.8717,4,2,4,2300,Premium,5,27.5909,BMW,X4 xDrive28i,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,BMX,1
38638,18.2726,429,20.7138,6,3,4,2500,Premium,4,24.756,BMW,X4 M40i,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,BMX,1
38641,16.5288,471,18.6475,4,2.5,4,2800,Premium,3,22.1117,Subaru,WRX,0,Compact Cars,2018,1,0,Gas,FJX,0
38642,22.1768,354,25.1953,4,2,4,2100,Premium,5,30.2233,MINI,JCW Countryman All4,1,Midsize Cars,2018,1,0,Gas,BMX,1
38643,20.4572,373,23.6832,4,2,4,2200,Premium,5,29.3376,MINI,JCW Countryman All4,0,Midsize Cars,2018,1,0,Gas,BMX,1
38644,18.117,424,20.9408,6,3,4,2500,Premium,4,25.8687,Cadillac,CT6 AWD,1,Large Cars,2018,1,0,Gas,GMX,1
38645,21.6093,368,24.1671,4,2.5,4,1800,Regular,5,28.2546,Subaru,Forester AWD,0,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,FJX,0
38646,25.7228,315,28.14,4,2.5,4,1550,Regular,6,31.7914,Subaru,Forester AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,FJX,0
38647,23.0328,359,24.7486,4,2,4,2100,Premium,5,27.2277,Subaru,Forester AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,FJX,0
38651,19.8039,390,22.6919,6,3,2,2300,Premium,5,27.6137,Jaguar,F-Type Coupe,1,Two Seaters,2018,0,1,Gas,JLX,1
38652,19.8039,390,22.6919,6,3,2,2300,Premium,5,27.6137,Jaguar,F-Type Convertible,1,Two Seaters,2018,0,1,Gas,JLX,1
38653,18.117,426,20.8635,6,3,4,2500,Premium,4,25.6084,Jaguar,F-Type S AWD Coupe,1,Two Seaters,2018,0,1,Gas,JLX,1
38654,18.117,426,20.8635,6,3,4,2500,Premium,4,25.6084,Jaguar,F-Type S AWD Convertible,1,Two Seaters,2018,0,1,Gas,JLX,1
38655,15.8028,476,18.6648,6,3,2,2800,Premium,3,23.9706,Jaguar,F-Type Coupe,0,Two Seaters,2018,0,1,Gas,JLX,1
38656,15.8028,476,18.6648,6,3,2,2800,Premium,3,23.9706,Jaguar,F-Type Convertible,0,Two Seaters,2018,0,1,Gas,JLX,1
38657,15.4251,485,18.2667,6,3,2,2950,Premium,3,23.5747,Jaguar,F-Type S Coupe,0,Two Seaters,2018,0,1,Gas,JLX,1
38658,15.4251,485,18.2667,6,3,2,2950,Premium,3,23.5747,Jaguar,F-Type S Convertible,0,Two Seaters,2018,0,1,Gas,JLX,1
38659,20.6019,369,23.9925,6,3,2,2200,Premium,5,30.034,Jaguar,XE,1,Compact Cars,2018,0,1,Gas,JLX,1
38660,19.9494,383,23.1223,6,3,4,2300,Premium,5,28.7015,Jaguar,XE AWD,1,Compact Cars,2018,0,1,Gas,JLX,1
38661,20.0221,377,23.378,6,3,2,2300,Premium,5,29.401,Jaguar,XF,1,Midsize Cars,2018,0,1,Gas,JLX,1
38662,19.6583,390,22.6633,6,3,4,2300,Premium,5,27.8704,Jaguar,XF AWD,1,Midsize Cars,2018,0,1,Gas,JLX,1
38663,24.6637,316,28.4081,4,2.4,2,1550,Regular,6,34.8804,Hyundai,Sonata,1,Large Cars,2018,0,0,Gas,HYX,0
38664,25.1186,308,29.1638,4,2.4,2,1500,Regular,6,36.3111,Hyundai,Sonata SE,1,Large Cars,2018,0,0,Gas,HYX,0
38665,20.2399,388,23.1037,4,2,2,1850,Regular,5,27.9345,Hyundai,Santa Fe Sport FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,HYX,0
38666,19.4394,410,21.8873,4,2,4,1950,Regular,4,25.8687,Hyundai,Santa Fe Sport AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,HYX,0
38667,17.6728,446,19.8739,6,3,4,2650,Premium,4,23.4426,Jaguar,F-Pace,1,Small Sport Utility Vehicle 4WD,2018,0,1,Gas,JLX,1
38668,15.3149,501,17.731,8,3.9,2,2950,Premium,3,21.9666,Ferrari,488 GTB,1,Two Seaters,2018,1,0,Gas,FEX,0
38669,15.5981,495,17.9082,8,3.9,2,2950,Premium,3,21.8661,Ferrari,488 GTB,1,Two Seaters,2018,1,0,Gas,FEX,1
38670,15.3149,501,17.731,8,3.9,2,2950,Premium,3,21.9666,Ferrari,488 Spider,1,Two Seaters,2018,1,0,Gas,FEX,0
38671,15.5981,495,17.9082,8,3.9,2,2950,Premium,3,21.8661,Ferrari,488 Spider,1,Two Seaters,2018,1,0,Gas,FEX,1
38672,19.0003,407,21.8371,6,3,2,2400,Premium,4,26.7155,Jaguar,F-Type S Coupe,1,Two Seaters,2018,0,1,Gas,JLX,1
38673,19.0003,407,21.8371,6,3,2,2400,Premium,4,26.7155,Jaguar,F-Type S Convertible,1,Two Seaters,2018,0,1,Gas,JLX,1
38674,11.5702,661,13.3849,12,6.3,4,4050,Premium,1,16.5594,Ferrari,GTC4Lusso,1,Minicompact Cars,2018,0,0,Gas,FEX,1
38675,15.6541,487,18.2282,8,3.9,2,2950,Premium,3,22.831,Ferrari,California T,1,Minicompact Cars,2018,1,0,Gas,FEX,0
38676,16.1176,478,18.5786,8,3.9,2,2800,Premium,3,22.8592,Ferrari,California T,1,Minicompact Cars,2018,1,0,Gas,FEX,1
38678,16.0021,459,19.2552,8,5,2,2800,Premium,3,25.6211,Lexus,LC 500,1,Subcompact Cars,2018,0,0,Gas,TYX,0
38679,27.0745,305,28.8126,4,2,2,1500,Regular,6,31.2658,Toyota,C-HR,1,Compact Cars,2018,0,0,Gas,TYX,0
38680,28.215,281,31.5823,4,2,2,1350,Regular,7,36.9758,Hyundai,Elantra,1,Midsize Cars,2018,0,0,Gas,HYX,0
38681,25.7569,301,29.4374,4,2,2,1500,Regular,6,35.6666,Hyundai,Elantra,0,Midsize Cars,2018,0,0,Gas,HYX,0
38682,29.0422,272,32.5978,4,2,2,1300,Regular,8,38.3341,Hyundai,Elantra SE,1,Midsize Cars,2018,0,0,Gas,HYX,0
38683,15.1221,503,17.7991,8,5,4,2950,Premium,3,22.7134,Genesis,G80 AWD,1,Large Cars,2018,0,0,Gas,HYX,0
38684,15.8782,474,18.812,8,5,2,2800,Premium,3,24.2996,Genesis,G80 RWD,1,Large Cars,2018,0,0,Gas,HYX,0
38685,22.3944,355,25.3669,4,2,2,2100,Premium,5,29,Chevrolet,Equinox FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,GMX,1
38686,22.3944,369,24,4,2,2,2200,Premium,5,28,GMC,Terrain FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,GMX,1
38687,21.1786,379,23.5743,4,2.4,2,1800,Regular,5,27.3565,Hyundai,Santa Fe Sport FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HYX,0
38688,20.0948,396,22.6366,4,2,2,1850,Regular,5,26.7761,Hyundai,Santa Fe Sport Ultimate FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,HYX,0
38689,20.9249,377,23.7308,4,2.4,2,1800,Regular,5,28.3824,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,KMX,0
38690,21.5376,367,24.1864,4,2,4,2200,Premium,5,28.4652,Chevrolet,Equinox AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,GMX,1
38691,21,386,23,4,2,4,2300,Premium,5,26,GMC,Terrain AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,GMX,1
38692,19.5853,406,22.0099,4,2.4,4,1950,Regular,4,25.9337,Hyundai,Santa Fe Sport AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HYX,0
38693,20.5296,397,22.4267,4,2.4,4,1950,Regular,4,25.2823,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,KMX,0
38694,22.6786,353,25.087,4,2,4,1700,Regular,5,28.829,Subaru,Crosstrek AWD,0,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,FJX,0
38695,26.7289,301,29.2023,4,2,4,1500,Regular,6,32.9264,Subaru,Crosstrek AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,FJX,0
38700,11.8007,661,13.3412,12,6.5,2,4050,Premium,1,15.8739,Ferrari,812 Superfast,1,Two Seaters,2018,0,0,Gas,FEX,1
38701,14.6104,524,16.994,8,3.9,2,3100,Premium,3,21.2265,Ferrari,GTC4Lusso T,1,Minicompact Cars,2018,1,0,Gas,FEX,1
38702,24.1397,324,27.452,4,2,2,1950,Premium,6,32.9834,Infiniti,QX30,1,Compact Cars,2018,1,0,Gas,NSX,1
38703,21.4835,362,24.5029,4,2,4,2100,Premium,5,29.5849,Infiniti,QX30 AWD,1,Compact Cars,2018,1,0,Gas,NSX,1
38704,21.5646,360,24.6859,4,2,2,2100,Premium,5,29.9915,Cadillac,CTS,1,Midsize Cars,2018,1,0,Gas,GMX,1
38705,21.5376,360,24.9606,4,2,2,1700,Regular,5,30.9781,Kia,Optima,1,Large Cars,2018,1,0,Gas,KMX,0
38706,24.1859,321,27.8794,4,2.4,2,1550,Regular,6,34.2771,Kia,Optima,1,Large Cars,2018,0,0,Gas,KMX,0
38707,25.1175,310,28.9701,4,2.4,2,1500,Regular,6,35.6543,Kia,Optima FE,1,Large Cars,2018,0,0,Gas,KMX,0
38708,18.8536,425,21.034,4,2,4,2050,Regular,4,24.4965,Hyundai,Santa Fe Sport Ultimate AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,HYX,0
38709,14.8182,500,17.5299,8,5,4,2950,Premium,3,22.5804,Jaguar,F-Type R AWD Coupe,1,Two Seaters,2018,0,1,Gas,JLX,1
38710,18.1206,433,20.5295,6,3.7,2,2500,Premium,4,24.5121,Nissan,370Z Roadster,1,Two Seaters,2018,0,0,Gas,NSX,0
38711,17.3506,447,19.8997,6,3.7,2,2650,Premium,4,24.2551,Nissan,370Z Roadster,0,Two Seaters,2018,0,0,Gas,NSX,0
38712,22.1809,347,25.5063,4,2,4,2050,Premium,5,31.2288,Audi,A6 quattro,1,Midsize Cars,2018,1,0,Gas,VGA,1
38713,25.1342,311,28.4815,4,2,2,1900,Premium,6,34.0189,Audi,A6,1,Midsize Cars,2018,1,0,Gas,VGA,1
38716,19.7028,387,22.7375,4,2,4,2300,Premium,5,28.0105,Audi,Q3 quattro,1,Compact Cars,2018,1,0,Gas,VGA,0
38717,20.2697,380,23.2127,4,2,2,2300,Premium,5,28.2208,Audi,Q3,1,Compact Cars,2018,1,0,Gas,VGA,0
38718,13.3195,571,15.6278,12,6.6,4,3300,Premium,2,19.8273,BMW,M760i xDrive,1,Large Cars,2018,1,0,Gas,BMX,1
38719,22.6786,342,25.9803,4,2,2,1650,Regular,5,31.604,Hyundai,Sonata,1,Large Cars,2018,1,0,Gas,HYX,0
38720,20.0221,397,22.668,4,2,2,1850,Regular,5,27.0344,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,KMX,0
38721,22.784,351,25.5124,4,2.4,2,1650,Regular,5,29.8867,Kia,Sportage FE FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,KMX,0
38722,20.6741,392,22.6727,4,2,2,1850,Regular,5,25.7105,Kia,Sportage FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,KMX,0
38723,17.5986,438,20.192,6,3.6,2,2150,Regular,4,24.6279,Volkswagen,Atlas,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,VGA,1
38724,21.8596,364,24.4128,4,2,4,2200,Premium,5,28.4782,Alfa Romeo,Stelvio AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,CRX,1
38725,20.8906,397,22.5443,4,2.4,4,1850,Regular,5,24.959,Kia,Sportage AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,KMX,0
38726,19.2932,414,21.6592,4,2,4,1950,Regular,4,25.478,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,KMX,0
38727,20.5865,400,22.3399,4,2.4,4,1950,Regular,4,24.9358,Kia,Sportage FE AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,KMX,0
38728,19.7311,424,21.1235,4,2,4,2050,Regular,4,23.1173,Kia,Sportage AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,KMX,0
38729,17.1533,454,19.487,6,3.6,4,2250,Regular,3,23.3736,Volkswagen,Atlas 4motion,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,VGA,1
38730,18.927,411,21.6467,6,3.7,2,2400,Premium,4,26.2583,Nissan,370Z,1,Two Seaters,2018,0,0,Gas,NSX,0
38731,18.0431,426,20.8673,6,3.7,2,2500,Premium,4,25.8037,Nissan,370Z,0,Two Seaters,2018,0,0,Gas,NSX,0
38732,12.937,572,15.552,8,4.7,2,3300,Premium,2,20.656,Maserati,GranTurismo,1,Subcompact Cars,2018,0,0,Gas,MAX,0
38733,12.924,577,15.4271,8,4.7,2,3500,Premium,2,20.212,Maserati,GranTurismo Convertible,1,Subcompact Cars,2018,0,0,Gas,MAX,0
38734,23.808,328,26.9404,4,2,4,1950,Premium or E85,6,32.1028,Mercedes-Benz,CLA250 4matic,1,Compact Cars,2018,1,0,FFV,MBX,1
38735,23.808,328,26.9404,4,2,4,1950,Premium,6,32.1028,Mercedes-Benz,CLA250 4matic,1,Compact Cars,2018,1,0,Gas,MBX,1
38736,24.3683,310,28.6744,4,2,2,1800,Premium,6,36.5736,Mercedes-Benz,CLA250,1,Compact Cars,2018,1,0,Gas,MBX,1
38737,15.9535,475,18.6881,6,3,4,2800,Premium,3,23.6407,Maserati,Ghibli V6 SQ4 AWD,1,Midsize Cars,2018,1,0,Gas,MAX,0
38738,16.7042,460,19.3235,6,3,2,2800,Premium,3,23.9047,Maserati,Ghibli  V6 RWD,1,Midsize Cars,2018,1,0,Gas,MAX,0
38739,16.2544,471,18.8945,6,3,2,2800,Premium,3,23.5747,Maserati,Ghibli  S RWD,1,Midsize Cars,2018,1,0,Gas,MAX,0
38740,14.5898,517,17.1354,8,3.8,2,3100,Premium,3,21.7799,Maserati,Quattroporte V8,1,Large Cars,2018,1,0,Gas,MAX,0
38741,15.7274,485,18.3114,6,3,4,2950,Premium,3,22.9126,Maserati,Quattroporte SQ4 V6,1,Large Cars,2018,1,0,Gas,MAX,0
38742,15.8028,482,18.3676,6,3,2,2950,Premium,3,22.9126,Maserati,Quattroporte S,1,Large Cars,2018,1,0,Gas,MAX,0
38743,24.0184,322,27.4191,4,2,2,1950,Premium,6,33.1568,Mercedes-Benz,GLA250,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,MBX,1
38744,18.1909,427,20.7643,6,3.3,2,2050,Regular,4,25.105,Hyundai,Santa Fe FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HYX,0
38745,17.3756,457,19.5515,6,3.3,2,2150,Regular,4,23.0848,Hyundai,Santa Fe Ultimate FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HYX,0
38746,17.7132,436,20.4787,6,3.3,2,2150,Regular,4,25.3079,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,KMX,0
38747,22.3993,358,24.9425,4,2.4,2,1700,Regular,5,28.9613,Kia,Sportage FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,KMX,0
38748,18.117,433,20.4516,6,3.3,4,2150,Regular,4,24.2748,Hyundai,Santa Fe AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HYX,0
38749,16.9285,475,18.7881,6,3.3,4,2250,Regular,3,21.702,Hyundai,Santa Fe Ultimate AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HYX,0
38750,17.821,434,20.5888,6,3.3,4,2050,Regular,4,25.4128,Kia,Sorento FE AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,KMX,0
38751,16.8538,465,19.2128,6,3.3,4,2250,Regular,3,23.1778,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,KMX,0
38752,14.1316,557,16.0416,6,3,4,3300,Premium,2,19.216,Maserati,Levante S,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,MAX,0
38753,14.3609,548,16.3531,6,3,4,3300,Premium,2,19.6917,Maserati,Levante,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,MAX,0
38756,23.421,330,26.9868,4,2.4,2,1950,Premium,6,33.1566,Acura,TLX FWD,1,Compact Cars,2018,0,0,Gas,HNX,0
38757,20.2278,368,24.1825,6,3.5,2,2200,Premium,5,31.7753,Acura,TLX FWD,1,Compact Cars,2018,0,0,Gas,HNX,0
38758,19.6583,382,23.3109,6,3.5,2,2300,Premium,5,30.1602,Acura,TLX FWD A-SPEC,1,Compact Cars,2018,0,0,Gas,HNX,0
38759,20.5651,369,24.1048,6,3.5,4,2200,Premium,5,30,Acura,TLX AWD,1,Compact Cars,2018,0,0,Gas,HNX,1
38760,19.585,387,22.8512,6,3.5,4,2300,Premium,5,28.7014,Acura,TLX AWD A-SPEC,1,Compact Cars,2018,0,0,Gas,HNX,1
38761,19.7288,393,22.4995,4,2,4,2400,Premium,4,27.1619,Volvo,S60 Polestar AWD,1,Compact Cars,2018,1,1,Gas,VVX,1
38762,22.417,350,25.2573,4,2,4,2100,Premium,5,29.8852,Audi,allroad quattro,1,Small Station Wagons,2018,1,0,Gas,VGA,1
38763,19.7288,393,22.4995,4,2,4,2400,Premium,4,27.1619,Volvo,V60 Polestar AWD,1,Small Station Wagons,2018,1,1,Gas,VVX,1
38764,18.6328,406,21.9345,6,3.5,2,1950,Regular,4,27.9984,Honda,Odyssey,1,Minivan - 2WD,2018,0,0,Gas,HNX,0
38765,19.3356,395,22.3869,6,3.5,2,1950,Regular,4,27.7366,Honda,Odyssey,1,Minivan - 2WD,2018,0,0,Gas,HNX,1
38766,19.7311,386,22.8491,6,3.5,2,2300,Premium,5,28.3185,Acura,RDX FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HNX,0
38767,18.927,402,21.9176,6,3.5,4,2400,Premium,4,27.1633,Acura,RDX AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HNX,0
38768,23.3858,337,26.2235,4,2,4,2050,Premium or E85,5,30.7898,Mercedes-Benz,GLA250 4matic,1,Small Sport Utility Vehicle 4WD,2018,1,0,FFV,MBX,1
38769,23.3858,337,26.2235,4,2,4,2050,Premium,5,30.7898,Mercedes-Benz,GLA250 4matic,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,1
