id,city08U,co2TailpipeGpm,comb08U,cylinders,displ,drive,fuelCost08,fuelType,ghgScore,highway08U,make,model,automatictransmission,VClass,year,tCharger,sCharger,atvType,mfrCode,startStop
39677,22.8697,347,25.1963,4,2,2,1700,Regular,5,28.7742,Mitsubishi,Outlander Sport 2WD,0,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,MTX,0
39678,24.3444,328,26.6903,4,2,2,1600,Regular,6,30.2536,Mitsubishi,Outlander Sport 2WD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,MTX,0
39679,23,353,25,4,2.4,2,1700,Regular,5,29.0547,Mitsubishi,Outlander Sport 2WD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,MTX,0
39680,25.7495,310,28.7128,4,2.5,2,1500,Regular,6,33.4124,Nissan,Rogue FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,NSX,0
39682,21.824,359,24.6849,4,2,4,2100,Premium,5,29.3945,BMW,X3 xDrive30i,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,BMX,1
39683,20.1622,388,22.8275,6,3,4,2300,Premium,5,27.2264,BMW,X3 M40i,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,BMX,1
39684,21.3566,364,24.3143,4,2.4,4,1800,Regular,5,29.2686,Fiat,500 X AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,0
39685,18.1909,443,20.4477,6,3.6,4,2150,Regular,4,23,Jeep,New Wrangler Unlimited 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,1
39686,17.0031,459,19.3398,6,3.6,4,2250,Regular,3,23.244,Jeep,New Wrangler Unlimited 4WD,0,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,1
39687,23.8555,341,25.9027,4,2.4,4,1650,Regular,5,28.938,Mitsubishi,Outlander 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,MTX,0
39688,20.0813,402,22,6,3,4,2400,Premium,4,26.9982,Mitsubishi,Outlander 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,MTX,0
39689,23.3609,343,25.538,4,2,4,1650,Regular,5,28.8207,Mitsubishi,Outlander Sport 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,MTX,0
39690,22.8577,353,25.0366,4,2.4,4,1700,Regular,5,28.3381,Mitsubishi,Outlander Sport 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,MTX,0
39691,24.8257,324,27.4923,4,2.5,4,1600,Regular,6,31.6471,Nissan,Rogue AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,NSX,0
39693,16.8836,455,19.5173,6,3.5,2,2150,Gasoline or E85,4,24.1151,Ford,Explorer 2WD FFV,1,Standard Sport Utility Vehicle 2WD,2018,0,0,FFV,FMX,0
39694,18.6331,409,21.754,4,2.3,2,1950,Regular,4,27.3538,Ford,Explorer FWD,1,Standard Sport Utility Vehicle 2WD,2018,1,0,Gas,FMX,0
39695,16.9285,453,19.5853,6,3.5,2,2150,Regular,4,24.2339,Ford,Explorer FWD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,FMX,0
39696,16.1793,483,18.4016,6,3.5,4,2400,Gasoline or E85,3,22.114,Ford,Explorer AWD FFV,1,Standard Sport Utility Vehicle 4WD,2018,0,0,FFV,FMX,0
39697,17.9381,429,20.6888,4,2.3,4,2050,Regular,4,25.4606,Ford,Explorer AWD,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,FMX,0
39698,16.3098,480,18.5025,6,3.5,4,2250,Regular,3,22.1406,Ford,Explorer AWD,1,Standard Sport Utility Vehicle 4WD,2018,0,0,Gas,FMX,0
39699,15.8712,486,18.2966,6,3.5,4,2400,Regular,3,22.4989,Ford,Explorer AWD,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,FMX,0
39700,11.8129,674,13.1108,8,5.5,4,4050,Premium,1,15.1444,Mercedes-Benz,AMG G63,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,1
39701,19.0736,413,21.315,4,2.5,2,2500,Premium,4,24.89,Porsche,Boxster GTS,0,Two Seaters,2018,1,0,Gas,PRX,1
39702,19.8767,400,22.0876,4,2.5,2,2400,Premium,4,25.5628,Porsche,Boxster GTS,1,Two Seaters,2018,1,0,Gas,PRX,1
39703,19.0736,413,21.315,4,2.5,2,2500,Premium,4,24.89,Porsche,Cayman GTS,0,Two Seaters,2018,1,0,Gas,PRX,1
39704,19.8767,400,22.0876,4,2.5,2,2400,Premium,4,25.5628,Porsche,Cayman GTS,1,Two Seaters,2018,1,0,Gas,PRX,1
39705,21.0509,369,23.9741,4,2,2,2200,Premium,5,28.8749,Subaru,BRZ,0,Minicompact Cars,2018,0,0,Gas,FJX,0
39706,24.2984,322,27.4825,4,2,2,1950,Premium,6,32.7237,Subaru,BRZ,1,Minicompact Cars,2018,0,0,Gas,FJX,0
39707,20.3124,384,22.9745,4,2,2,2300,Premium,5,27.3565,Subaru,BRZ tS,0,Minicompact Cars,2018,0,0,Gas,FJX,0
39708,21.9668,354,25.0846,4,2,4,2100,Premium,5,30.3494,Jaguar,XE AWD (296 Hp),1,Compact Cars,2018,1,0,Gas,JLX,1
39709,15.7756,472,18.751,8,5,2,2800,Premium,3,24.3684,Lexus,GS F,1,Compact Cars,2018,0,0,Gas,TYX,0
39710,19.0828,410,21.5752,6,3.5,4,2400,Premium,4,25.6735,Lexus,IS 300 AWD,1,Compact Cars,2018,0,0,Gas,TYX,0
39711,19.8039,388,22.8079,6,3.5,2,2300,Premium,5,27.9986,Lexus,IS 350,1,Compact Cars,2018,0,0,Gas,TYX,0
39712,19.0828,410,21.5752,6,3.5,4,2400,Premium,4,25.6735,Lexus,IS 350 AWD,1,Compact Cars,2018,0,0,Gas,TYX,0
39713,19.8767,383,23.1967,6,3.5,2,2300,Premium,5,29.1471,Acura,RLX,1,Midsize Cars,2018,0,0,Gas,HNX,0
39715,22.2521,349,25.463,4,2,4,2100,Premium,5,30.9153,Jaguar,XF AWD (296 Hp),1,Midsize Cars,2018,1,0,Gas,JLX,1
39716,17.374,445,20.1531,6,3.3,4,2650,Premium,4,25.0507,Kia,Stinger AWD,1,Midsize Cars,2018,1,0,Gas,KMX,1
39717,17.4778,446,20.1077,6,3.3,2,2650,Premium,4,24.6391,Kia,Stinger RWD,1,Midsize Cars,2018,1,0,Gas,KMX,1
39718,21.2505,368,24.1415,4,2,4,2200,Premium,5,28.9563,Kia,Stinger AWD,1,Midsize Cars,2018,1,0,Gas,KMX,1
39719,21.715,365,24.5081,4,2,2,2100,Premium,5,29.0797,Kia,Stinger RWD,1,Midsize Cars,2018,1,0,Gas,KMX,1
39720,14.8943,503,17.6782,8,5,2,2950,Premium,3,22.9126,Jaguar,XJ,1,Large Cars,2018,0,1,Gas,JLX,1
39721,14.8943,503,17.6782,8,5,2,2950,Premium,3,22.9126,Jaguar,XJL,1,Large Cars,2018,0,1,Gas,JLX,1
39722,18.2647,416,21.3866,6,3,2,2500,Premium,4,27.0344,Jaguar,XJ,1,Large Cars,2018,0,1,Gas,JLX,1
39723,16.779,444,19.9822,6,3,4,2650,Premium,4,26.0636,Jaguar,XJ AWD,1,Large Cars,2018,0,1,Gas,JLX,1
39724,16.779,450,19.7354,6,3,4,2650,Premium,4,25.1517,Jaguar,XJL AWD,1,Large Cars,2018,0,1,Gas,JLX,1
39725,18.117,418,21.2207,6,3,2,2500,Premium,4,26.8407,Jaguar,XJL,1,Large Cars,2018,0,1,Gas,JLX,1
39726,18.8687,410,21.6963,6,3.5,2,1950,Regular,4,26.5611,Toyota,Sienna 2WD,1,Minivan - 2WD,2018,0,0,Gas,TYX,0
39727,17.5986,441,20.1322,6,3.5,4,2150,Regular,4,24.431,Toyota,Sienna AWD,1,Minivan - 4WD,2018,0,0,Gas,TYX,0
39728,21.3942,375,23.9137,4,2.4,2,1800,Regular,5,27.9345,Hyundai,Tucson FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HYX,0
39729,20.5975,384,23.2973,6,3.5,2,1850,Regular,5,27,Toyota,Highlander LE/XLE/SE/LTD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,TYX,1
39730,19.9494,391,22.8555,6,3.5,2,1850,Regular,5,27,Toyota,Highlander,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,TYX,0
39731,20.3124,391,22.5626,4,2,2,2300,Premium,5,26.096,Volkswagen,Tiguan Limited,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,VGA,0
39732,20.6741,396,22.4274,4,2.4,4,1950,Regular,4,25.0209,Hyundai,Tucson AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HYX,0
39733,21.6809,373,23.8019,4,2,4,2200,Premium,5,27.0344,Jaguar,F-Pace (296 Hp),1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
39734,16.6254,467,19.0486,6,3.6,4,2800,Premium,3,23.1776,Porsche,Macan Turbo,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,PRX,1
39735,19.4028,407,21.6814,4,2,4,2400,Premium,4,25.3149,Volkswagen,Tiguan Limited 4motion,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,VGA,0
39736,15.6519,490,18.0017,6,3.5,2,2400,Regular,3,22.0473,Lincoln,Navigator L 2WD,1,Standard Sport Utility Vehicle 2WD,2018,1,0,Gas,FMX,1
39737,14.2081,536,16.6211,8,4.8,4,3100,Premium,3,20.9751,Porsche,Cayenne Turbo,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,PRX,1
39738,14.2081,536,16.6211,8,4.8,4,3100,Premium,3,20.9751,Porsche,Cayenne Turbo S,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,PRX,1
39739,19.4394,403,22.0931,6,3.5,4,1950,Regular,4,26,Toyota,Highlander AWD,1,Standard Sport Utility Vehicle 4WD,2018,0,0,Gas,TYX,0
39740,19.658,398,22.2271,6,3.5,4,1950,Regular,4,26.4525,Toyota,Highlander AWD,1,Standard Sport Utility Vehicle 4WD,2018,0,0,Gas,TYX,1
39741,20.1673,390,22.6871,6,3.5,4,1850,Regular,5,26.7761,Toyota,Highlander AWD LE,1,Standard Sport Utility Vehicle 4WD,2018,0,0,Gas,TYX,1
39745,23.6674,333,26.6827,4,2,2,1950,Premium,6,31.604,Jaguar,XE (296 Hp),1,Compact Cars,2018,1,0,Gas,JLX,1
39746,12.7962,572,15.5665,12,6,2,3300,Premium,2,21.1675,Mercedes-Benz,Maybach S650,1,Large Cars,2018,1,0,Gas,MBX,1
39747,12.6163,574,15.5264,12,6,2,3300,Premium,2,21.6222,Mercedes-Benz,AMG S65,1,Large Cars,2018,1,0,Gas,MBX,1
39748,20.9627,379,23.4266,4,2,4,2300,Premium,5,27.3565,Jaguar,E-Pace (296 Hp),1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
39749,12.9007,660,13.4699,8,4,4,4050,Premium,1,14.2376,Mercedes-Benz,G550,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,0
39750,10.6006,762,11.5821,12,6,4,4400,Premium,1,13.06,Mercedes-Benz,AMG G65,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,0
39751,22,345,25.9525,4,2,2,1650,Regular,5,31.8536,Honda,Accord 2.0T Sport/Touring,1,Midsize Cars,2018,1,0,Gas,HNX,0
39754,22.0382,344,25.6759,4,2,2,1650,Regular,5,32.165,Honda,Accord,0,Large Cars,2018,1,0,Gas,HNX,0
39755,22.962,330,27.0324,4,2,2,1600,Regular,6,34,Honda,Accord,1,Large Cars,2018,1,0,Gas,HNX,0
39756,14.8479,512,17.5737,8,5,2,2950,Premium,3,22.6577,Kia,K900,1,Large Cars,2018,0,0,Gas,KMX,0
39757,17.0031,448,19.96,6,3.8,2,2150,Regular,4,25.3476,Kia,K900,1,Large Cars,2018,0,0,Gas,KMX,0
39758,20.3289,383,23.0577,6,3.3,2,1850,Regular,5,27.5829,Kia,Cadenza,1,Large Cars,2018,0,0,Gas,KMX,0
39759,25,318,28,4,2,2,1550,Regular,6,32.1483,Nissan,Rogue Sport FWD,1,Small Station Wagons,2018,0,0,Gas,NSX,0
39760,24,329,27,4,2,4,1600,Regular,6,30,Nissan,Rogue Sport AWD,1,Small Station Wagons,2018,0,0,Gas,NSX,0
39761,18.7066,431,20.6002,6,3.5,2,2050,Regular,4,23.5087,Toyota,Tacoma 2WD,1,Small Pickup Trucks 2WD,2018,0,0,Gas,TYX,0
39762,19.5124,422,21.0933,4,2.7,2,2050,Regular,4,23.4115,Toyota,Tacoma 2WD,1,Small Pickup Trucks 2WD,2018,0,0,Gas,TYX,0
39763,17.9435,452,19.642,6,3.5,4,2150,Regular,4,22.2117,Toyota,Tacoma 4WD,1,Small Pickup Trucks 4WD,2018,0,0,Gas,TYX,0
39764,17.1523,494,18,6,3.5,4,2400,Regular,3,20.6385,Toyota,Tacoma 4WD,0,Small Pickup Trucks 4WD,2018,0,0,Gas,TYX,0
39765,17.0873,483,18.3036,6,3.5,4,2400,Regular,3,20.0478,Toyota,Tacoma 4WD Double Cab Off-Road,0,Small Pickup Trucks 4WD,2018,0,0,Gas,TYX,0
39766,18.5595,441,20.0556,4,2.7,4,2150,Regular,4,22.2474,Toyota,Tacoma 4WD,1,Small Pickup Trucks 4WD,2018,0,0,Gas,TYX,0
39770,26.4261,305,29,4,2,2,1800,Premium,6,33,Mazda,MX-5,0,Two Seaters,2018,0,0,Gas,TKX,0
39771,25.9916,303,29.283,4,2,2,1800,Premium,6,34.645,Mazda,MX-5,1,Two Seaters,2018,0,0,Gas,TKX,0
39772,18.1909,428,20.7786,6,3,4,2500,Premium,4,25.1517,Jaguar,XF Sportbrake AWD,1,Midsize Station Wagons,2018,0,1,Gas,JLX,1
39773,21.3224,372,24.3309,6,3.5,2,1800,Regular,5,28,Nissan,Murano FWD,1,Midsize Station Wagons,2018,0,0,Gas,NSX,0
39774,20.99,376,23.8811,6,3.5,4,1800,Regular,5,28,Nissan,Murano AWD,1,Midsize Station Wagons,2018,0,0,Gas,NSX,0
39775,21.7524,357,24.8726,4,2.4,2,1700,Gasoline or E85,5,30.1602,Jeep,Renegade 2WD,1,Small Sport Utility Vehicle 2WD,2018,0,0,FFV,CRX,0
39776,23.7377,336,26.4235,4,1.4,2,2050,Premium,5,30.6641,Jeep,Renegade 2WD,0,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,CRX,0
39777,25.234,321,27.5387,4,2.5,2,1550,Regular,6,30.9992,Mazda,CX-5 2WD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,TKX,0
39778,21.3942,395,23.8925,4,2,4,2200,Premium,5,27.8704,Jaguar,E-Pace,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
39779,21.0347,371,23.9283,4,2.4,4,1800,Regular,5,28.7646,Jeep,Renegade 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,0
39780,24,339,26,4,1.4,4,2050,Premium,5,31,Jeep,Renegade 4WD,0,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,CRX,0
39781,23.8393,335,26.2061,4,2.5,4,1650,Regular,5,29.8253,Mazda,CX-5 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,TKX,0
39788,11.4426,653,13.6264,6,3.5,2,3750,Premium,1,17.772,Ford,GT,1,Two Seaters,2018,1,0,Gas,FMX,0
39789,27,286,31.1253,4,1.6,2,1400,Regular,7,36.8746,Ford,Fiesta FWD,1,Subcompact Cars,2018,0,0,Gas,FMX,0
39790,27.3743,293,30.3383,4,1.6,2,1450,Regular,7,34.9655,Ford,Fiesta FWD,0,Subcompact Cars,2018,0,0,Gas,FMX,0
39791,26.0325,308,28.84,4,1.6,2,1500,Regular,6,33.2185,Ford,Fiesta ST FWD,0,Compact Cars,2018,1,0,Gas,FMX,0
39792,16.4046,477,18.4107,4,2.5,4,2950,Premium,3,21.6461,Subaru,WRX STI Type RA,0,Compact Cars,2018,1,0,Gas,FJX,0
39793,20.0566,388,22.7022,6,3.5,2,1850,Regular,5,27.0656,Honda,Pilot FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HNX,1
39794,19,405,22.3536,6,3.5,2,1950,Regular,4,26.9375,Honda,Pilot FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HNX,0
39795,19,408,22.0204,6,3.5,4,1950,Regular,4,25.949,Honda,Pilot AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HNX,1
39796,18.2997,421,21.1417,6,3.5,4,2050,Regular,4,26.095,Honda,Pilot AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HNX,0
39797,14.0167,547,16.2556,8,5.6,2,3300,Premium,2,20.1991,Infiniti,QX80 2WD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,NSX,0
39798,13,593,15,8,5.6,4,3500,Premium,2,19.2995,Infiniti,QX80 4WD,1,Standard Sport Utility Vehicle 4WD,2018,0,0,Gas,NSX,0
39804,21.7524,357,24.8726,4,2.4,2,1700,Regular,5,30.1602,Jeep,Renegade 2WD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,CRX,0
39805,17.2268,446,19.9011,6,3.6,4,2150,Regular,4,24.5615,Jeep,New Wrangler 4WD,0,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,1
39806,18.3385,440,20.4192,6,3.6,4,2150,Regular,4,23,Jeep,New Wrangler 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,1
39807,16.6294,468,18.9704,6,3,4,2800,Premium,3,22.9126,Land Rover,Range Rover,1,Standard Sport Utility Vehicle 4WD,2018,0,1,Gas,JLX,1
39808,16.6294,468,18.9704,6,3,4,2800,Premium,3,22.9126,Land Rover,Range Rover Sport,1,Standard Sport Utility Vehicle 4WD,2018,0,1,Gas,JLX,1
39809,15.8782,500,17.7171,6,3,4,2950,Premium,3,20.6385,Land Rover,Discovery,1,Standard Sport Utility Vehicle 4WD,2018,0,1,Gas,JLX,1
39810,10.6359,829,10.7633,8,4,4,4800,Premium,1,10.9232,Mercedes-Benz,G550 4x4,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,0
39811,10.7839,654,13.2384,8,5,2,4050,Premium,1,18.3405,Koenigsegg,Agera RS,1,Two Seaters,2018,1,0,Gas,KGG,0
39812,11.1215,671,13.2296,12,6,2,4050,Premium,1,17.2189,Pagani,Huayra,1,Two Seaters,2018,1,0,Gas,PGN,0
39813,23.808,328,26.9993,4,2,2,1950,Premium,6,32.2893,Toyota,86,1,Minicompact Cars,2018,0,0,Gas,TYX,0
39814,20.8906,373,23.7065,4,2,2,2200,Premium,5,28.3824,Toyota,86,0,Minicompact Cars,2018,0,0,Gas,TYX,0
39815,16,465,19,8,5,2,2800,Premium,3,25,Lexus,RC F,1,Subcompact Cars,2018,0,0,Gas,TYX,0
39816,22.1809,345,25.7642,4,2,2,2050,Premium,5,32.1028,Lexus,RC 300,1,Subcompact Cars,2018,1,0,Gas,TYX,0
39817,18,422,21,6,3.5,4,2500,Premium,4,24,Lexus,RC 300 AWD,1,Subcompact Cars,2018,0,0,Gas,TYX,0
39818,19.8039,388,22.8079,6,3.5,2,2300,Premium,5,27.9986,Lexus,RC 350,1,Subcompact Cars,2018,0,0,Gas,TYX,0
39819,18,422,21,6,3.5,4,2500,Premium,4,24,Lexus,RC 350 AWD,1,Subcompact Cars,2018,0,0,Gas,TYX,0
39820,25.9806,341,29.8372,6,3,4,1600,Diesel,5,36.4503,BMW,540d xDrive,1,Midsize Cars,2018,1,0,Diesel,BMX,1
39821,14.705,521,16.9762,8,4.4,4,3100,Premium,3,20.9265,BMW,M5,1,Midsize Cars,2018,1,0,Gas,BMX,1
39822,22.7666,340,26.3034,4,2.4,2,1650,Regular,5,32.4681,Kia,Optima S,1,Large Cars,2018,0,0,Gas,KMX,0
39823,27.5034,303,29.5096,4,1.6,2,1450,Regular,7,32.398,Hyundai,Kona FWD,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,HYX,0
39824,27.4331,300,29.8513,4,2,2,1450,Regular,7,33.4558,Hyundai,Kona FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,HYX,0
39825,19.8821,391,22.6138,6,3.5,2,1850,Regular,5,27.1776,Lexus,RX 350,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,TYX,0
39826,26.0618,324,27.473,4,1.6,4,1600,Regular,6,29.4201,Hyundai,Kona AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,HYX,0
39827,25.4257,326,27.3796,4,2,4,1600,Regular,6,30.2177,Hyundai,Kona AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,HYX,0
39828,19.234,405,21.8256,6,3.5,4,1950,Regular,4,26.1286,Lexus,RX 350 AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,TYX,0
39832,24.4816,320,27.6282,4,1.8,2,1550,Regular,6,32.7773,Volkswagen,Golf,1,Compact Cars,2018,1,0,Gas,VGA,0
39833,24.4816,320,27.6282,4,1.8,2,1550,Regular,6,32.7773,Volkswagen,Golf SportWagen,1,Small Station Wagons,2018,1,0,Gas,VGA,0
39844,23.4563,335,26.4949,4,2,2,2050,Premium,5,31.4791,Jaguar,XF (296 Hp),1,Midsize Cars,2018,1,0,Gas,JLX,1
39845,24.0885,328,27,4,2.5,2,1600,Regular,6,33,Mazda,6,0,Midsize Cars,2018,0,0,Gas,TKX,0
39846,26.0089,302,29.3817,4,2.5,2,1500,Regular,6,34.9158,Mazda,6,1,Midsize Cars,2018,0,0,Gas,TKX,0
39847,23.4563,335,26.4147,4,2.5,2,1650,Regular,5,31.2288,Mazda,6,1,Midsize Cars,2018,1,0,Gas,TKX,0
39848,19.2932,407,21.9963,6,3.5,2,1950,Regular,4,26,Lexus,RX 350 L,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,TYX,0
39849,21.6093,362,24.5353,4,2,4,2100,Premium,5,29.401,Land Rover,Range Rover Evoque,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
39850,20.6019,395,22.4509,4,2,4,2400,Premium,4,25.217,Land Rover,Discovery Sport,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
39851,20.0948,402,22.1163,4,2,4,2400,Premium,4,25.217,Land Rover,Discovery Sport (286 Hp),1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
39852,18,432,21.2445,6,3.5,4,2050,Regular,4,25,Lexus,RX 350 L AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,TYX,0
39856,25.2861,309,28.5664,4,1.8,2,1500,Regular,6,33.9494,Volkswagen,Golf,0,Compact Cars,2018,1,0,Gas,VGA,0
39857,25.1391,310,28.5086,4,1.8,2,1500,Regular,6,34.0939,Volkswagen,Golf SportWagen,0,Small Station Wagons,2018,1,0,Gas,VGA,0
39858,21.7292,361,24.4711,4,1.8,4,1800,Regular,5,28.9333,Volkswagen,Golf SportWagen 4motion,1,Small Station Wagons,2018,1,0,Gas,VGA,0
39859,20.8906,398,22.3652,4,2,2,2400,Premium,4,24.4768,Mercedes-Benz,"Metris (Cargo Van, LWB)",1,Special Purpose Vehicle 2WD,2018,1,0,Gas,MBX,0
39861,19.7311,387,22.9779,6,3.2,2,2150,Midgrade,5,28.7628,Jeep,Cherokee FWD,1,Small Sport Utility Vehicle 2WD,2019,0,0,Gas,CRX,1
39862,19.22,400,22.1899,6,3.2,4,2250,Midgrade,4,27.3565,Jeep,Cherokee 4WD,1,Small Sport Utility Vehicle 4WD,2019,0,0,Gas,CRX,1
39863,18.4122,416,21.2626,6,3.2,4,2350,Midgrade,4,26.2248,Jeep,Cherokee 4WD Active Drive II,1,Small Sport Utility Vehicle 4WD,2019,0,0,Gas,CRX,1
39864,18.2644,432,20.6882,6,3.2,4,2350,Midgrade,4,24,Jeep,Cherokee Trailhawk 4WD,1,Small Sport Utility Vehicle 4WD,2019,0,0,Gas,CRX,1
39865,21.4659,357,24.7785,4,2,4,2100,Premium,5,30.5383,BMW,X2 xDrive28i,1,Midsize Cars,2018,1,0,Gas,BMX,1
39868,19.8767,448,22.705,6,3,2,2100,Diesel,4,27.4851,Ram,1500 2WD,1,Standard Pickup Trucks 2WD,2018,1,0,Diesel,CRX,0
39869,19.0736,465,21.8707,6,3,4,2200,Diesel,3,26.6469,Ram,1500 4WD,1,Standard Pickup Trucks 4WD,2018,1,0,Diesel,CRX,0
39872,16.1244,465,19.2406,8,6.2,2,2800,Premium,3,25.191,Chevrolet,Corvette,0,Two Seaters,2019,0,0,Gas,GMX,0
39873,14.8588,490,18.1592,8,6.2,2,2950,Premium,3,24.9259,Chevrolet,Corvette,1,Two Seaters,2019,0,0,Gas,GMX,0
39874,13.6716,532,16.7698,8,6.2,2,3100,Premium,3,23.1941,Chevrolet,Corvette Z06,1,Two Seaters,2019,0,1,Gas,GMX,0
39875,30.1164,262,33.8068,4,1.4,2,1250,Regular,8,39.7619,Volkswagen,Jetta,1,Compact Cars,2019,1,0,Gas,VGA,1
39876,29.7537,263,33.583,4,1.4,2,1250,Regular,8,39.8518,Volkswagen,Jetta,0,Compact Cars,2019,1,0,Gas,VGA,0
39877,21.9668,363,24.518,4,2.4,2,1700,Regular,5,28.574,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2019,0,0,Gas,KMX,0
39883,23.808,336,26.5552,4,2,2,1950,Premium,6,30.9153,Infiniti,QX50,1,Small Sport Utility Vehicle 2WD,2019,1,0,Gas,NSX,0
39885,18.9801,416,21.5201,6,3.3,2,1950,Regular,4,25.7281,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2019,0,0,Gas,KMX,0
39887,23.5641,340,26.189,4,2,4,2050,Premium,5,30.3164,Infiniti,QX50 AWD,1,Small Sport Utility Vehicle 4WD,2019,1,0,Gas,NSX,0
39888,20.9627,389,23.055,4,2.4,4,1850,Regular,5,26.2583,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2019,0,0,Gas,KMX,0
39889,18.7666,428,20.8363,6,3.3,4,2050,Regular,4,24.0825,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2019,0,0,Gas,KMX,0
39890,14.8166,512,17.3975,8,6.2,2,3100,Premium,3,22.1034,Chevrolet,Corvette Z06,0,Two Seaters,2019,0,1,Gas,GMX,0
39891,18.4828,437,20.5215,6,3.3,2,2050,Regular,4,23.7191,Kia,Sedona,1,Minivan - 2WD,2019,0,0,Gas,KMX,0
39892,22.6416,345,25.7892,4,2,2,1650,Regular,5,31.0679,Jeep,Cherokee FWD,1,Small Sport Utility Vehicle 2WD,2019,1,0,Gas,CRX,1
39893,21.7881,352,25.2188,4,2.4,2,1700,Regular,5,31.2287,Jeep,Cherokee FWD,1,Small Sport Utility Vehicle 2WD,2019,0,0,Gas,CRX,1
39894,21.0347,369,24.0852,4,2,4,1800,Regular,5,29.2741,Jeep,Cherokee 4WD,1,Small Sport Utility Vehicle 4WD,2019,1,0,Gas,CRX,1
39895,21.0347,370,24.1812,4,2.4,4,1800,Regular,5,29,Jeep,Cherokee 4WD,1,Small Sport Utility Vehicle 4WD,2019,0,0,Gas,CRX,1
39896,19.9851,400,22.2086,4,2,4,1950,Regular,4,25.7038,Jeep,Cherokee Trailhawk 4WD,1,Small Sport Utility Vehicle 4WD,2019,1,0,Gas,CRX,1
